trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
386,False,"{'a': 0.5, 'e': 0.95}",20,0,-144.6933593069748,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
387,False,"{'a': 0.5, 'e': 0.95}",20,0,-120.15569786315197,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
388,False,"{'a': 0.5, 'e': 0.95}",25,0,-87.54494927789845,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
389,False,"{'a': 0.5, 'e': 0.95}",25,0,-74.7605775180034,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.95}",35,0,-190.0371624230397,"{0: 20, 1: 5, 2: 6, 3: 2, 4: 2}",0
391,False,"{'a': 0.5, 'e': 0.95}",20,0,-137.09535917357437,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.95}",20,0,-30.222390341228845,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.95}",25,10,-66.38192030088075,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
394,False,"{'a': 0.5, 'e': 0.95}",20,0,-116.32130727273886,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.95}",35,0,-150.94292998696434,"{0: 19, 1: 5, 2: 9, 3: 1, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.95}",20,0,-122.45712971581064,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.95}",25,0,-160.9866064443369,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
398,False,"{'a': 0.5, 'e': 0.95}",30,0,-102.20114971765818,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.95}",25,10,-14.947459889064337,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.95}",35,0,-379.0011047823201,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 7}",0
401,False,"{'a': 0.5, 'e': 0.95}",25,0,-121.0770737321763,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.95}",20,0,-58.155878211981644,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.95}",20,0,-67.66898707440798,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.95}",20,0,-161.73793413279986,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
405,False,"{'a': 0.5, 'e': 0.95}",20,0,-1.6530301745650715,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.95}",20,0,-163.64743165344788,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
407,False,"{'a': 0.5, 'e': 0.95}",25,0,-128.5257656980778,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.95}",20,5,-146.79713255129033,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 2}",1
409,False,"{'a': 0.5, 'e': 0.95}",30,0,-138.61248908449437,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.95}",25,0,-59.338791614901616,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
411,False,"{'a': 0.5, 'e': 0.95}",20,0,-115.01336537079587,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.95}",20,0,-45.68845280879645,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.95}",25,0,-132.43315017725777,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
414,False,"{'a': 0.5, 'e': 0.95}",25,0,-91.58697248206194,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.95}",25,0,-130.7857398081803,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
416,False,"{'a': 0.5, 'e': 0.95}",25,0,-159.584112796713,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
417,False,"{'a': 0.5, 'e': 0.95}",20,0,-119.6250097327715,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
418,False,"{'a': 0.5, 'e': 0.95}",20,0,-72.60383492998815,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.95}",25,0,-103.03123084877568,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.95}",20,0,-105.23200370788551,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.95}",20,0,-59.30331478288642,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.95}",20,0,-82.10656893766199,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.95}",30,0,-221.694242134007,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
424,False,"{'a': 0.5, 'e': 0.95}",20,0,-65.54242671735285,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.95}",25,6,-64.306971576432,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.95}",25,0,-241.12496663497924,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 5}",0
427,False,"{'a': 0.5, 'e': 0.95}",20,0,-83.38774760958913,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.95}",20,0,-47.01546098586585,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.95}",30,0,-179.1012699639123,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
430,False,"{'a': 0.5, 'e': 0.95}",25,0,-190.60563482177633,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
431,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.81888726060811,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.95}",20,0,-153.76113464996286,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.95}",30,0,-282.8161627650278,"{0: 14, 1: 2, 2: 8, 3: 2, 4: 4}",0
434,False,"{'a': 0.5, 'e': 0.95}",25,0,-138.155206677314,"{0: 14, 1: 0, 2: 8, 3: 2, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.95}",30,0,-92.46900043199881,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.95}",20,0,-149.1132921418405,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.95}",20,0,-91.58747987425677,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.95}",20,0,-50.80113754816364,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.95}",30,0,-189.45992382705748,"{0: 14, 1: 3, 2: 11, 3: 0, 4: 2}",0
440,False,"{'a': 0.5, 'e': 0.95}",20,0,-171.21359079571647,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
441,False,"{'a': 0.5, 'e': 0.95}",25,0,-170.91289544896443,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
442,False,"{'a': 0.5, 'e': 0.95}",25,8,-30.256070002606016,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.95}",20,0,-89.40929748363546,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.95}",25,0,-87.85773835811337,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.95}",30,0,-135.93633030021334,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
446,False,"{'a': 0.5, 'e': 0.95}",30,0,-216.63724593125139,"{0: 15, 1: 1, 2: 9, 3: 3, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.95}",25,0,-70.91912937108523,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.95}",20,0,-103.08897369075495,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.95}",25,0,-220.3735577787847,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
450,False,"{'a': 0.5, 'e': 0.95}",30,0,-176.74009501813885,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
451,False,"{'a': 0.5, 'e': 0.95}",30,0,-225.0821315933395,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
452,False,"{'a': 0.5, 'e': 0.95}",20,0,-145.38483921650902,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
453,False,"{'a': 0.5, 'e': 0.95}",25,0,-89.31015983663207,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.95}",25,0,-117.73001313133958,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
455,False,"{'a': 0.5, 'e': 0.95}",25,0,-40.69328310429518,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.95}",20,0,-148.41314400752637,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
457,False,"{'a': 0.5, 'e': 0.95}",20,0,-67.91286292400018,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.95}",25,0,-110.27439059179227,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.95}",25,0,-95.06714467071012,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.95}",20,0,-64.15328850826684,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.95}",30,0,-138.83394847428747,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.95}",20,0,-102.63124890877945,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.95}",20,0,-26.34946566594129,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
464,False,"{'a': 0.5, 'e': 0.95}",25,0,-177.2636590644899,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
465,False,"{'a': 0.5, 'e': 0.95}",25,0,-44.76119723915665,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.95}",25,0,-127.44908488028042,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
467,False,"{'a': 0.5, 'e': 0.95}",25,0,-144.21420910640416,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.95}",35,17,-24.30746470431803,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.61292106808193,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.95}",35,0,-161.6053920830355,"{0: 18, 1: 4, 2: 12, 3: 0, 4: 1}",0
471,False,"{'a': 0.5, 'e': 0.95}",25,0,-148.637022977629,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
472,False,"{'a': 0.5, 'e': 0.95}",25,11,-30.224434745557264,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.95}",30,0,-199.66902484530831,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
474,False,"{'a': 0.5, 'e': 0.95}",20,0,-109.20125734236586,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.95}",20,0,-124.53147113251813,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
476,False,"{'a': 0.5, 'e': 0.95}",20,0,-100.20567316199035,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
477,False,"{'a': 0.5, 'e': 0.95}",25,0,-74.1816225802197,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
478,False,"{'a': 0.5, 'e': 0.95}",25,0,-91.78451099252909,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.95}",20,0,-196.2889846999708,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
480,False,"{'a': 0.5, 'e': 0.95}",30,0,-104.57045783040859,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.95}",30,5,-135.33873227495292,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",1
482,False,"{'a': 0.5, 'e': 0.95}",35,0,-125.23224526563261,"{0: 23, 1: 5, 2: 4, 3: 2, 4: 1}",0
483,False,"{'a': 0.5, 'e': 0.95}",25,0,-114.32945973829034,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
484,False,"{'a': 0.5, 'e': 0.95}",20,0,-75.75054635136308,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.95}",20,0,-76.44607175675263,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
486,False,"{'a': 0.5, 'e': 0.95}",35,0,-169.52125562060536,"{0: 19, 1: 5, 2: 8, 3: 2, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.95}",25,0,-110.68874455473899,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
488,False,"{'a': 0.5, 'e': 0.95}",25,0,-90.45500453850173,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.95}",30,0,-164.35971908643754,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
490,False,"{'a': 0.5, 'e': 0.95}",20,0,-185.67567705124833,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
491,False,"{'a': 0.5, 'e': 0.95}",20,0,-73.10684636626658,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.95}",20,0,-71.73557787913577,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.95}",35,0,-115.46038964083927,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.95}",20,0,-11.964201440900956,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.95}",20,3,-5.051704689832992,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.95}",30,0,-181.14475872941372,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
497,False,"{'a': 0.5, 'e': 0.95}",25,4,-155.2634823570716,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 2}",1
498,False,"{'a': 0.5, 'e': 0.95}",25,3,-192.35650969020696,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 4}",1
499,False,"{'a': 0.5, 'e': 0.95}",30,0,-90.72027843873119,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.95}",20,10,-45.636223731453676,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
501,False,"{'a': 0.5, 'e': 0.95}",20,0,-36.1134594775076,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.95}",35,0,-170.07578082212774,"{0: 23, 1: 4, 2: 2, 3: 4, 4: 2}",0
503,False,"{'a': 0.5, 'e': 0.95}",20,0,-71.06906536500722,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
504,False,"{'a': 0.5, 'e': 0.95}",20,12,-83.63739038841055,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
505,False,"{'a': 0.5, 'e': 0.95}",30,0,-120.02339917236546,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.95}",20,0,-120.91592528154449,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
507,False,"{'a': 0.5, 'e': 0.95}",20,0,-117.7668258038603,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
508,False,"{'a': 0.5, 'e': 0.95}",25,0,-87.10958726102156,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.95}",20,14,-10.79156473369614,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.95}",30,15,6.593571237219684,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.95}",25,0,-178.68577401672397,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
512,False,"{'a': 0.5, 'e': 0.95}",25,0,-237.4487791280161,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 5}",0
513,False,"{'a': 0.5, 'e': 0.95}",20,0,-126.71207072722544,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
514,False,"{'a': 0.5, 'e': 0.95}",20,0,-30.875461477511017,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.95}",30,0,-88.16321236781022,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.95}",25,0,-145.503997310983,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
517,False,"{'a': 0.5, 'e': 0.95}",20,0,-97.9813462594148,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
518,False,"{'a': 0.5, 'e': 0.95}",20,2,-29.376394576939585,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.95}",20,0,-63.65742751698188,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
520,False,"{'a': 0.5, 'e': 0.95}",35,0,-152.02574892010955,"{0: 22, 1: 5, 2: 6, 3: 0, 4: 2}",0
521,False,"{'a': 0.5, 'e': 0.95}",20,0,-71.41502342811081,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
522,False,"{'a': 0.5, 'e': 0.95}",20,0,-107.36605467547587,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.95}",20,0,-154.3438887868305,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
524,False,"{'a': 0.5, 'e': 0.95}",25,0,-114.70041541274288,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
525,False,"{'a': 0.5, 'e': 0.95}",20,0,-167.1273383329738,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.8358687109597,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.95}",20,0,-156.3810286454449,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
528,False,"{'a': 0.5, 'e': 0.95}",20,7,-33.74397850218069,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.95}",20,8,-47.13292438119976,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
530,False,"{'a': 0.5, 'e': 0.95}",20,0,-81.68994445642804,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.95}",20,0,-163.30104010700234,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.95}",20,0,-192.20697339606343,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
533,False,"{'a': 0.5, 'e': 0.95}",30,0,-189.6850263631699,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 4}",0
534,False,"{'a': 0.5, 'e': 0.95}",20,0,-52.35964174770815,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.95}",30,0,-193.77854688002085,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
536,False,"{'a': 0.5, 'e': 0.95}",20,0,-73.37678967296478,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
537,False,"{'a': 0.5, 'e': 0.95}",20,0,-24.13480502253646,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.95}",25,0,-104.56401999707958,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.95}",20,0,-219.8088292113256,"{0: 9, 1: 2, 2: 2, 3: 4, 4: 3}",0
540,False,"{'a': 0.5, 'e': 0.95}",20,0,-47.00432120079895,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.95}",30,0,-90.94860898233017,"{0: 18, 1: 5, 2: 5, 3: 2, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.95}",20,6,-24.874955499797913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
543,False,"{'a': 0.5, 'e': 0.95}",20,9,-23.467343976145937,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.95}",20,0,-139.28903733381617,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.95}",25,0,-111.29064044096928,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
546,False,"{'a': 0.5, 'e': 0.95}",20,0,-189.27078758490495,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
547,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.0640431861154,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
548,False,"{'a': 0.5, 'e': 0.95}",25,0,-180.54915889072936,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
549,False,"{'a': 0.5, 'e': 0.95}",20,0,-79.25716287598284,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.95}",20,0,-101.23841520210273,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
551,False,"{'a': 0.5, 'e': 0.95}",20,0,-141.38586241372218,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
552,False,"{'a': 0.5, 'e': 0.95}",20,0,-67.99406807802805,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.95}",20,0,-50.09119038780783,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.95}",25,0,-72.93180948242346,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.95}",20,0,-73.12369629821868,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.95}",20,0,-85.79971949749688,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.95}",20,0,-53.095173862744346,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
558,False,"{'a': 0.5, 'e': 0.95}",20,0,-136.31902608882268,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
559,False,"{'a': 0.5, 'e': 0.95}",30,0,-147.3654015823113,"{0: 21, 1: 0, 2: 5, 3: 2, 4: 2}",0
560,False,"{'a': 0.5, 'e': 0.95}",20,0,-216.43164073023036,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
561,False,"{'a': 0.5, 'e': 0.95}",20,0,-61.970479875125754,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
562,False,"{'a': 0.5, 'e': 0.95}",30,0,-78.8695217667529,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.95}",25,0,-79.60539051821105,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.95}",35,0,-85.42129384042951,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
565,False,"{'a': 0.5, 'e': 0.95}",25,12,-49.48427590064614,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
566,False,"{'a': 0.5, 'e': 0.95}",25,0,-247.62015482063703,"{0: 10, 1: 1, 2: 9, 3: 2, 4: 3}",0
567,False,"{'a': 0.5, 'e': 0.95}",20,0,-81.59735482750126,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.95}",20,0,-70.19705478785325,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.95}",25,0,-139.69712868331112,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
570,False,"{'a': 0.5, 'e': 0.95}",20,0,-69.28785591344715,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
571,False,"{'a': 0.5, 'e': 0.95}",35,0,-105.90269673196391,"{0: 23, 1: 5, 2: 5, 3: 1, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.95}",30,12,-74.02610331373697,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
573,False,"{'a': 0.5, 'e': 0.95}",20,0,-116.69120761749598,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.95}",30,0,-75.40951410101358,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
575,False,"{'a': 0.5, 'e': 0.95}",20,0,-122.01100074885278,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
576,False,"{'a': 0.5, 'e': 0.95}",20,0,-129.28282287874674,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
577,False,"{'a': 0.5, 'e': 0.95}",25,0,-92.39916417569653,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
578,False,"{'a': 0.5, 'e': 0.95}",20,0,-244.52620121356318,"{0: 5, 1: 6, 2: 4, 3: 1, 4: 4}",0
579,False,"{'a': 0.5, 'e': 0.95}",20,0,-139.82588482627264,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.95}",30,0,-76.7089760529548,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
581,False,"{'a': 0.5, 'e': 0.95}",20,0,-91.96228261779268,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
